96,79 
721,1078 
223,421 
118,429 
63,317 
56,118 
238,968 
144,387 
64,160 
855,257 
187,219 
288,1600 
127,415 
441,375 
58,471 
144,466 
60,386 
159,138 
55,116 
37,285 
28,42 
393,4608 
21,44 
347,773 
72,237 
238,1834 
98,347 
186,334 
282,1883 
66,362 
80,488 
859,1299 
210,114 
1395,7145 
316,2116 
275,975 
144,249 
89,177 
236,2202 
265,1316 
179,1334 
110,827 
465,2078 
52,177 
67,649 
388,566 
773,25367 
238,10991 
544,11175 
751,3700 
326,2023 
177,165 
389,3156 
449,3555 
942,9242 
465,2668 
954,4432 
913,3000 
2226,6681 
211,876 
107,99 
46,143 
259,818 
153,71 
94,1422 
223,333 
245,394 
105,138 
71,1423 
295,393 
295,5813 
1068,468 
325,2537 
223,1667 
152,374 
293,236 
168,354 
185,959 
178,2207 
421,118 
186,278 
341,2162 
435,5092 
228,423 
131,520 
283,562 
100,473 
937,8562 
326,1551 
557,268 
275,833 
123,931 
271,288 
186,369 
128,187 
229,158 
157,584 
291,4653 
114,891 
124,357 
148,449 
141,1209 
322,296 
136,2672 
38,120 
309,5252 
110,241 
208,1519 
81,1512 
128,880 
314,4626 
229,15921 
151,1817 
83,891 
380,2085 
206,244 
72,87 
252,146 
250,1419 
405,4398 
113,1315 
26,130 
138,618 
176,529 
164,1284 
123,1851 
155,358 
203,210 
237,381 
94,701 
134,519 
373,149 
236,1706 
128,254 
155,192 
169,493 
173,675 
314,3076 
310,707 
262,396 
111,289 
92,752 
261,1385 
93,248 
354,4632 
24,99 
139,511 
117,1209 
308,399 
124,1337 
220,161 
113,185 
212,392 
367,98 
278,1244 
183,423 
132,177 
548,1552 
107,1278 
352,264 
663,376 
164,128 
97,1420 
128,1039 
165,424 
321,2448 
155,541 
276,767 
50,187 
200,591 
347,1354 
500,465 
128,617 
362,1447 
88,93 
225,10865 
39,853 
64,108 
136,850 
186,1187 
210,1462 
645,26911 
312,1133 
234,2081 
113,2872 
152,2754 
131,227 
135,2697 
244,1103 
227,330 
320,3701 
435,598 
164,4237 
360,1988 
107,1333 
31,27 
121,1259 
219,643 
345,574 
86,1323 
318,932 
288,520 
223,675 
278,778 
567,3874 
314,370 
296,737 
242,2697 
216,397 
304,635 
160,1076 
392,3901 
275,769 
295,475 
314,845 
297,1742 
435,1232 
316,3598 
371,3746 
367,526 
212,1791 
229,443 
588,3943 
2397,5352 
310,4317 
66,293 
324,456 
324,4833 
445,251 
90,1015 
121,1669 
79,232 
232,4969 
523,2260 
288,4874 
325,1881 
282,4754 
117,778 
259,2536 
478,14942 
365,2805 
85,1630 
147,1652 
496,1421 
86,1054 
603,3365 
380,3029 
300,2088 
181,540 
305,2725 
183,774 
500,1956 
346,3566 
295,2585 
194,3299 
283,604 
181,404 
130,337 
318,377 
447,6386 
276,372 
242,999 
84,1258 
166,1854 
134,546 
314,3082 
69,2137 
206,1422 
274,460 
303,2990 
275,1340 
265,665 
248,2017 
138,1934 
360,3552 
173,2674 
193,2571 
434,3000 
73,131 
182,379 
141,184 
97,1305 
335,975 
288,638 
79,2962 
448,1985 
118,279 
