1415,365468 
3766,477040 
198,15975 
312,290107 
1172,125011 
960,1182336 
84,18546 
212,16493 
305,4786 
94,4125 
334,8602 
299,1302409 
2581,1034826 
1834,605005 
453,79682 
210,7991 
278,36594 
290,8674 
97,4044 
132,81836 
3316,1518631 
1520,395781 
241,37526 
131,18556 
145,15636 
1052,807944 
291,678286 
871,290944 
136,48657 
799,197722 
244,69699 
1235,411512 
3930,911926 
373,103439 
521,129513 
138,86538 
778,196203 
738,1507581 
135,20296 
287,112803 
3647,2566982 
181,13766 
714,153443 
