415175,365468 
959229,1238947 
-191259,477040 
24008,15975 
27251,290107 
191790,125011 
832464,1182336 
17080,18546 
10226,16493 
7655,4786 
500,4125 
12785,8602 
1305215,1302409 
214534,1034826 
510623,605005 
-13218,79682 
1748,7991 
44013,36594 
9283,8674 
2380,4044 
23661,81836 
-2423,1518631 
502528,395781 
41264,37526 
14780,18556 
-7552,15636 
250112,807944 
605914,678286 
393223,290944 
99044,48657 
-45571,197722 
-787,69699 
-44780,411512 
-19616,911926 
135257,103439 
-37063,129513 
17338,86538 
-1975,196203 
698279,1507581 
15300,20296 
11466,112803 
1710345,2566982 
-9341,13766 
193361,153443 
