1,0.00218589
2,0.00348938
3,0.00530698
4,0.00279966
5,0.01301989
6,0.00111921
7,0.00219424
8,0.00121894
9,0.00095349
10,0.14351955
11,0.00154953
12,0.01053381
13,0.00293477
14,0.00112979
15,0.0038103
16,0.00207123
17,0.00267554
18,0.00139687
19,0.00029343
20,0.00053027
21,0.00103744
22,0.00150581
23,0.01052652
24,0.00089754
25,0.01644985
26,0.00262177
27,0.00197059
28,0.00197057
29,0.00163777
30,0.00257516
31,0.00463556
32,0.00531248
33,0.00514117
34,1.14168027
35,0.00197069
36,0.00197058
37,0.01987471
38,0.00295129
39,0.00396619
40,0.00110577
41,0.00547841
42,0.00512431
43,0.00453271
44,0.00572141
45,0.01914328
46,0.01162702
47,0.00065987
48,0.01416127
49,0.00085649
50,0.00879003
51,0.01505598
52,0.01238175
53,0.00595868
54,0.00126216
55,0.00165454
56,0.00522696
57,0.00466666
58,0.00945582
59,0.0365808
60,0.00211198
61,0.00524378
62,0.01986852
63,0.00440272
64,0.00130177
65,0.00144886
66,0.00231428
67,0.0071792
68,0.0017056
69,0.00037877
70,0.00190057
71,0.01367484
72,0.00711201
73,0.00414948
74,0.01421107
75,0.0008399
76,0.00199196
77,0.00500837
78,0.00229236
79,0.00152017
80,0.00097005
81,0.00136796
82,0.00160411
83,0.0031985
84,0.00086866
85,0.00877199
86,0.00484184
87,0.00221108
88,0.00075106
89,0.0007402
90,0.00124369
91,0.00614641
92,0.00916827
93,0.00244869
94,0.00126055
95,0.00126548
96,0.0197061
97,0.00176925
98,0.00244331
99,0.00283202
100,0.0004377
101,0.00203487
102,0.00763415
103,0.00388499
104,0.00302192
105,0.00525645
106,0.12065665
107,0.00426892
108,0.37407716
109,0.26727186
110,0.00161889
111,0.02003912
112,0.25332721
113,0.00041366
114,0.00722331
115,0.00270748
116,0.00281412
117,0.00139829
118,0.00063709
119,0.00182171
120,0.00012416
121,0.04590539
122,0.00035711
123,0.23699007
124,0.00136992
125,0.00752905
126,0.00665531
127,0.03878994
128,0.00086412
129,0.00044125
130,0.00010163
131,0.0146533
132,0.00937741
133,0.00140829
134,0.00757499
135,0.91820536
136,0.01932217
137,0.10402076
138,0.0057925
139,0.01086426
140,0.00099931
141,0.00277497
142,0.00354305
143,0.00464011
144,0.00986547
145,0.00872836
146,0.00077002
147,0.00268671
148,0.03714943
149,0.02528242
150,0.00130849
151,0.00229318
152,0.00879451
153,0.00091755
154,0.00433733
155,0.00571698
156,0.0018082
157,0.0030825
158,0.00054316
159,0.0011555
160,0.0011713
161,0.00980146
162,0.20259397
163,0.00062994
164,0.01965981
165,0.02204338
166,0.00124251
167,0.00230363
168,0.00047884
169,0.02116371
170,0.03670909
171,0.00099112
172,0.00168137
173,0.04161093
174,0.0002095
175,0.02159525
176,0.01498441
177,0.00139629
178,0.0210777
179,0.00399455
180,0.00100647
181,0.01161816
182,0.00301999
183,0.84458541
184,0.00368341
185,0.00309081
186,0.00326484
187,0.00467931
188,0.00469345
189,0.04921405
190,0.01146721
191,0.00670805
192,0.0306996
193,0.01600751
194,0.00018094
195,0.03264437
196,0.01743362
197,0.0193699
198,0.0085819
199,0.01062949
200,0.01020068
201,0.00103365
202,0.00349531
203,0.00365353
204,0.00104015
205,0.0550508
206,0.00109151
207,0.00291621
208,0.00867101
209,0.00206021
210,0.00531039
211,0.00358915
212,0.00196775
213,0.00122411
214,0.0006398
215,0.00077596
216,0.0502377
217,0.00061336
218,0.00493417
219,0.00633307
220,0.00707507
221,0.00161457
222,0.00180869
223,0.00198659
224,0.00316864
225,0.00060496
226,0.00255308
227,0.00431185
228,0.00205302
229,0.00393857
230,0.00135704
231,0.00176861
232,0.00105264
233,0.00112058
234,0.00030902
235,0.00368811
236,0.00063158
237,0.00222845
238,0.0022056
239,0.00275243
240,0.00223629
241,0.000917
242,0.00275629
243,0.00222345
244,0.00120265
245,0.00448241
246,0.01193349
247,0.00032847
248,0.00418461
249,0.00325513
250,0.00638343
251,0.01072661
252,0.00201729
253,0.00833013
254,0.00223163
255,0.00110464
256,0.00546244
257,0.00750833
258,0.02288523
259,0.00186294
260,0.07157016
261,0.0162034
262,0.00240444
263,0.00231883
264,0.00283935
265,0.00053031
266,0.00160159
267,0.00065157
268,0.00030007
269,0.01100582
270,0.00564179
271,0.01181009
272,0.01348913
273,0.00521034
274,0.00780933
275,0.00059915
276,0.00312135
277,0.05978925
278,0.00406844
279,0.00352439
280,0.00206529
281,0.00925042
282,0.00456673
283,0.00702204
284,0.00831664
285,0.00055291
286,0.00364372
287,0.01419957
288,0.00092444
289,0.00377885
290,0.00019037
291,0.00304702
292,0.00222902
293,0.00114335
294,0.00146063
295,0.00082837
296,0.00057179
297,0.00816561
298,0.00136812
299,0.00475629
300,0.03004758
301,0.00064646
302,0.00216699
303,0.00012933
304,0.00719735
305,0.00313953
306,0.00439167
307,5.0368E-05
308,0.00521038
309,0.00124627
310,0.00574924
311,0.00368042
312,0.00186023
313,0.00223828
314,0.00144704
315,0.00939115
316,0.00914481
317,0.0029141
318,0.00019261
319,0.00121037
320,0.00492043
321,0.00152681
322,0.24110793
323,0.00169178
324,0.00223725
325,0.00736074
326,0.00327663
327,0.03325206
328,0.00407115
329,0.00236944
