976985,365468 
4635531,1238947 
1883096,477040 
67408,15975 
315950,290107 
617052,125011 
1399901,1182336 
76922,18546 
80510,16493 
26370,4786 
18969,4125 
38223,8602 
1305955,1302409 
2047788,1034826 
2836261,605005 
249949,79682 
24707,7991 
169171,36594 
36691,8674 
16099,4044 
107771,81836 
1798323,1518631 
2089016,395781 
96774,37526 
78962,18556 
21724,15636 
811880,807944 
851948,678286 
1182856,290944 
144094,48657 
211626,197722 
185656,69699 
906402,411512 
2288087,911926 
561334,103439 
259980,129513 
98329,86538 
200774,196203 
1544772,1507581 
39618,20296 
137083,112803 
2847033,2566982 
66733,13766 
703644,153443 

