1,178,127
2,245,126
3,96,79
4,64,140
5,721,1078
6,92,96
7,159,69
8,284,291
9,127,124
10,301,4465
11,202,189
12,223,421
13,119,114
14,236,182
15,56,47
16,242,95
17,203,178
18,105,279
19,59,14
20,52,71
21,200,80
22,47,118
23,118,429
24,141,64
25,63,317
26,34,74
27,84,245
28,83,240
29,98,497
30,352,241
31,75,217
32,56,118
33,238,968
34,126,313778
35,81,228
36,89,247
37,144,387
38,37,491
39,236,296
40,114,143
41,64,160
42,855,257
43,47,72
44,187,219
45,288,1600
46,127,415
47,244,70
48,441,375
49,166,160
50,58,471
51,144,466
52,60,386
53,159,138
54,155,203
55,52,93
56,55,116
57,107,242
58,37,285
59,77,1950
60,128,34
61,28,42
62,393,4608
63,16,163
64,221,140
65,92,30
66,156,149
67,21,44
68,121,58
69,20,2
70,114,54
71,347,773
72,72,237
73,128,547
74,238,1834
75,165,136
76,115,54
77,98,347
78,241,322
79,93,28
80,130,85
81,86,105
82,72,57
83,92,231
84,143,46
85,186,334
86,255,595
87,248,131
88,221,173
89,236,182
90,124,65
91,282,1883
92,66,362
93,179,125
94,63,44
95,76,212
96,80,488
97,46,118
98,77,103
99,76,225
100,81,13
101,76,86
102,859,1299
103,250,315
104,29,201
105,210,114
106,50836,1015134
107,559,225
108,1415,365468
109,31731,1238947
110,34482,35430
111,217,207
112,3766,477040
113,67,9
114,1395,7145
115,580,714
116,443,419
117,1994,360
118,411,274
119,76,26
120,181,12
121,6429,9573
122,785,801
123,198,15975
124,187,152
125,316,2116
126,275,975
127,1297,82914
128,113,120
129,740,1087
130,2007,460
131,144,249
132,89,177
133,138,538
134,236,2202
135,312,290107
136,265,1316
137,524,8017
138,179,1334
139,110,827
140,122,90
141,316,518
142,1559,1025
143,147,1227
144,465,2078
145,52,177
146,1200,1999
147,650,1032
148,39,559
149,283,1814
150,1142,2807
151,144,219
152,67,649
153,838,2332
154,456,791
155,388,566
156,651,973
157,381,266
158,481,359
159,751,2215
160,440,99
161,773,25367
162,1172,125011
163,203,199
164,238,10991
165,413,10437
166,373,584
167,296,486
168,514,251
169,360,7448
170,249,973
171,377,108
172,393,775
173,544,27973
174,710,288
175,126,1956
176,544,11175
177,85,232
178,292,2149
179,483,2093
180,89,51
181,751,3700
182,320,283
183,960,1182336
184,52,53
185,334,638
186,434,4056
187,1262,1979
188,466,1116
189,363,6867
190,326,2023
191,177,165
192,460,5334
193,389,3156
194,130,24
195,392,7302
196,449,3555
197,942,9242
198,465,2668
199,954,4432
200,913,3000
201,126,176
202,194,383
203,190,587
204,92,177
205,345,1229
206,117,311
207,98,47
208,2226,6681
209,376,1205
210,211,876
211,212,591
212,81,483
213,94,162
214,105,30
215,199,64
216,1428,34861
217,52,10
218,274,754
219,107,99
220,46,143
221,144,159
222,121,129
223,69,83
224,66,157
225,217,167
226,66,114
227,219,198
228,174,61
229,56,118
230,102,51
231,96,76
232,111,61
233,75,60
234,194,69
235,151,178
236,197,148
237,151,138
238,68,70
239,288,1644
240,292,401
241,29,26
242,109,88
243,85,281
244,4081,1578
245,207,306
246,259,818
247,194,71
248,261,714
249,55,22
250,153,71
251,94,1422
252,76,102
253,223,333
254,151,429
255,50,278
256,245,394
257,105,138
258,293,1748
259,88,117
260,1114,9318
261,71,1423
262,341,457
263,275,152
264,115,209
265,47,8
266,107,49
267,138,16
268,212,44
269,295,393
270,295,5813
271,1068,468
272,325,2537
273,223,1667
274,152,374
275,155,71
276,345,160
277,838,11191
278,453,721
279,341,401
280,673,2507
281,293,236
282,325,278
283,168,354
284,185,959
285,248,275
286,55,418
287,178,2207
288,270,56
289,203,391
290,990,241
291,102,173
292,317,141
293,118,197
294,115,242
295,599,507
296,140,143
297,421,118
298,39,109
299,160,328
300,269,2258
301,283,67
302,102,284
303,128,19
304,186,278
305,41,630
306,62,230
307,309,24
308,341,2162
309,223,53
310,435,5092
311,89,154
312,79,192
313,346,237
314,465,862
315,228,423
316,131,520
317,270,577
318,1096,354
319,110,45
320,132,334
321,60,131
322,84,18546
323,94,259
324,291,426
325,283,562
326,138,59
327,2082,5736
328,544,879
329,164,119
330,270,135
331,352,638
332,100,473
333,83,296
334,46,118
335,937,8562
336,296,308
337,109,109
338,407,246
339,110,29
340,135,62
341,510,613
342,197,267
343,141,43
344,69,168
345,326,1551
346,557,268
347,275,833
348,236,327
349,123,931
350,162,271
351,80,111
352,282,142
353,329,296
354,271,288
355,186,369
356,242,495
357,646,1601
358,255,459
359,1182,4066
360,128,187
361,68,202
362,211,155
363,229,158
364,231,206
365,524,61
366,372,338
367,59,54
368,157,584
369,291,4653
370,170,245
371,114,891
372,182,313
373,161,1739
374,242,60
375,124,357
376,131,153
377,174,276
378,121,101
379,148,449
380,141,1209
381,444,657
382,282,374
383,322,296
384,94,27
385,217,173
386,101,105
387,50,141
388,136,2672
389,38,120
390,309,5252
391,124,57
392,106,71
393,124,55
394,481,535
395,110,241
396,303,389
397,98,66
398,208,1519
399,183,89
400,282,835
401,141,259
402,225,109
403,245,303
404,320,380
405,144,402
406,102,185
407,496,973
408,159,2228
409,249,190
410,204,138
411,81,1512
412,202,54
413,128,880
414,233,636
415,364,345
416,185,1401
417,456,349
418,313,407
419,126,397
420,252,212
421,314,4626
422,1479,495
423,229,15921
424,151,1817
425,229,206
426,83,891
427,236,69
428,380,2085
429,206,244
430,41,95
431,321,519
432,309,158
433,47,182
434,168,352
435,208,369
436,233,178
437,105,219
438,360,244
439,293,146
440,734,380
441,199,189
442,435,165
443,72,87
444,252,146
445,164,99
446,118,120
447,250,1419
448,849,493
449,405,4398
450,110,335
451,172,303
452,122,279
453,97,260
454,93,260
455,113,1315
456,246,45
457,107,272
458,100,295
459,96,25
460,100,40
461,612,450
462,56,221
463,94,421
464,26,130
465,138,618
466,176,529
467,166,143
468,164,1284
469,123,1851
470,392,273
471,73,119
472,101,182
473,128,296
474,339,441
475,367,202
476,155,358
477,445,401
478,203,210
479,54,34
480,12,3
481,157,143
482,233,282
483,237,381
484,94,701
485,263,391
486,63,125
487,81,37
488,183,130
489,206,221
490,199,354
491,134,519
492,738,1527
493,216,155
494,204,1270
495,79,45
496,98,320
497,373,149
498,232,281
499,379,23
500,375,429
501,77,232
502,236,1706
503,102,59
504,92,62
505,128,254
506,402,1470
507,190,129
508,155,192
509,169,493
510,376,228
511,173,675
512,324,321
513,134,167
514,126,101
515,126,88
516,225,375
517,452,488
518,132,285
519,212,16493
520,164,1783
521,272,233
522,390,333
523,110,255
524,59,563
525,257,128
526,314,3076
527,98,11
528,63,251
529,168,631
530,254,60
531,190,80
532,143,128
533,310,707
534,262,396
535,79,128
536,111,289
537,107,177
538,92,752
539,39,93
540,261,1385
541,210,1435
542,107,172
543,283,93
544,364,172
545,93,248
546,94,29
547,79,135
548,234,170
549,373,416
550,354,4632
551,86,119
552,24,99
553,334,301
554,305,4786
555,177,81
556,138,187
557,139,511
558,135,81
559,117,1209
560,159,402
561,202,189
562,309,91
563,117,77
564,459,1729
565,308,399
566,259,220
567,68,49
568,220,295
569,102,195
570,194,311
571,119,51
572,124,1337
573,288,1515
574,79,71
575,115,133
576,503,519
577,60,480
578,291,157
579,275,418
580,114,327
581,119,55
582,94,4125
583,207,233
584,220,161
585,183,165
586,474,667
587,113,185
588,356,279
