1,58187,127
2,36192,126
3,14885,79
4,49918,140
5,82765,1078
6,85747,96
7,31462,69
8,239105,291
9,129989,124
10,31111,4465
11,122135,189
12,39960,421
13,38839,114
14,160950,182
15,12372,47
16,45983,95
17,66479,178
18,200086,279
19,47156,14
20,133365,71
21,76975,80
22,78271,118
23,40761,429
24,71283,64
25,19253,317
26,28259,74
27,124216,245
28,121686,240
29,303283,497
30,93500,241
31,46710,217
32,22186,118
33,188314,968
34,274839,313778
35,115665,228
36,125155,247
37,19485,387
38,166292,491
39,74714,296
40,129607,143
41,29198,160
42,50214,257
43,15953,72
44,38257,219
45,83556,1600
46,35677,415
47,106653,70
48,26514,375
49,186765,160
50,53608,471
51,30958,466
52,31209,386
53,23114,138
54,160798,203
55,56140,93
56,22226,116
57,51956,242
58,30092,285
59,53300,1950
60,16107,34
61,8029,42
62,231937,4608
63,37095,163
64,107356,140
65,20453,30
66,64431,149
67,6097,44
68,33961,58
69,6474,2
70,28459,54
71,56513,773
72,33381,237
73,131877,547
74,129025,1834
75,162380,136
76,27270,54
77,69253,347
78,140553,322
79,18277,28
80,87139,85
81,76714,105
82,35597,57
83,72117,231
84,52408,46
85,38064,334
86,122809,595
87,59395,131
88,230911,173
89,245664,182
90,52005,65
91,306357,1883
92,39485,362
93,51114,125
94,34724,44
95,167639,212
96,24778,488
97,66617,118
98,42345,103
99,79311,225
100,29798,13
101,42489,86
102,170096,1299
103,81044,315
104,66584,201
105,21648,114
106,8413414,1015134
107,52632,225
108,976985,365468
109,4635531,1238947
110,21885128,35430
111,10331,207
112,1883096,477040
113,21560,9
114,989218,7145
115,263882,714
116,148873,419
117,257631,360
118,430790,274
119,14123,26
120,96327,12
121,208535,9573
122,2244254,801
123,67408,15975
124,110866,152
125,281031,2116
126,146481,975
127,2137504,82914
128,138344,120
129,2464386,1087
130,4522818,460
131,16977,249
132,18889,177
133,381732,538
134,290735,2202
135,315950,290107
136,68104,1316
137,77068,8017
138,230354,1334
139,76102,827
140,89783,90
141,186747,518
142,289417,1025
143,264528,1227
144,210606,2078
145,20256,177
146,2595501,1999
147,384162,1032
148,15047,559
149,71767,1814
150,2145068,2807
151,95450,219
152,73791,649
153,2541509,2332
154,182452,791
155,98956,566
156,538211,973
157,86302,266
158,661118,359
159,1916946,2215
160,84811,99
161,2588113,25367
162,617052,125011
163,315392,199
164,559079,10991
165,473481,10437
166,470218,584
167,210814,486
168,523488,251
169,351910,7448
170,26519,973
171,108523,108
172,460647,775
173,672263,27973
174,1376710,288
175,90598,1956
176,745782,11175
177,166407,232
178,101977,2149
179,523935,2093
180,50187,51
181,318492,3700
182,93664,283
183,1399901,1182336
184,14327,53
185,206461,638
186,1242305,4056
187,422992,1979
188,237846,1116
189,139526,6867
190,176402,2023
191,24598,165
192,173741,5334
193,197142,3156
194,130006,24
195,223691,7302
196,203888,3555
197,477109,9242
198,310892,2668
199,416929,4432
200,294137,3000
201,170380,176
202,109696,383
203,160596,587
204,169974,177
205,22327,1229
206,285383,311
207,16165,47
208,770466,6681
209,585062,1205
210,164873,876
211,164592,591
212,245573,483
213,132455,162
214,46852,30
215,82452,64
216,693914,34861
217,16752,10
218,152874,754
219,15703,99
220,20229,143
221,98700,159
222,71292,129
223,41936,83
224,49683,157
225,275537,167
226,44581,114
227,45874,198
228,29522,61
229,29925,118
230,37404,51
231,42929,76
232,58385,61
233,53158,60
234,222865,69
235,48168,178
236,234594,148
237,61957,138
238,31908,70
239,597250,1644
240,179192,401
241,28087,26
242,31766,88
243,126356,281
244,1312098,1578
245,68365,306
246,68571,818
247,215301,71
248,170721,714
249,6726,22
250,11160,71
251,132574,1422
252,50670,102
253,39920,333
254,192396,429
255,251504,278
256,72129,394
257,18389,138
258,76368,1748
259,62994,117
260,130201,9318
261,87804,1423
262,190232,457
263,65711,152
264,73534,209
265,14183,8
266,30486,49
267,24559,16
268,145871,44
269,35737,393
270,1030331,5813
271,39662,468
272,188105,2537
273,319859,1667
274,47865,374
275,119267,71
276,51247,160
277,187180,11191
278,177128,721
279,113798,401
280,1213911,2507
281,25555,236
282,60836,278
283,50353,354
284,115263,959
285,497100,275
286,114598,418
287,155453,2207
288,60080,56
289,103434,391
290,1264766,241
291,56917,173
292,63453,141
293,172293,197
294,165998,242
295,611809,507
296,250308,143
297,14434,118
298,80000,109
299,69066,328
300,75144,2258
301,104181,67
302,131229,284
303,143964,19
304,38669,278
305,200578,630
306,52449,230
307,484969,24
308,414925,2162
309,42839,53
310,885614,5092
311,41754,154
312,103186,192
313,106067,237
314,595747,862
315,45057,423
316,56892,520
317,198004,577
318,1835714,354
319,37047,45
320,67904,334
321,86015,131
322,76922,18546
323,153254,259
324,190407,426
325,76402,562
326,17987,59
327,172508,5736
328,215887,879
329,50026,119
330,39544,135
331,365568,638
332,61649,473
333,81056,296
334,71654,118
335,1135865,8562
336,135383,308
337,85675,109
338,1727265,246
339,31599,29
340,38605,62
341,310703,613
342,121199,267
343,29336,43
344,53117,168
345,78718,1551
346,38622,268
347,46015,833
348,69311,327
349,109917,931
350,117071,271
351,165265,111
352,133342,142
353,83451,296
